General Ledger,,,,,,,,,
"Johnson Family Dentistry, PLLC",,,,,,,,,
"January 1-December 31, 2023",,,,,,,,,
,,,,,,,,,
,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Split account,Amount,Balance
,103 Cash in BOA 0693,03/30/2023,Expense,,ADP,,Payroll Clearing,"-5,582.56","114,958.60"
,103 Cash in BOA 0693,03/30/2023,Expense,,ADP,,Payroll Clearing,"-17,160.59","97,798.01"
,103 Cash in BOA 0693,03/31/2023,Deposit,,Wa St Hca,,Fees,"21,429.06","119,227.07"
,103 Cash in BOA 0693,03/31/2023,Deposit,,Delta Dental,,Fees,"3,679.17","122,906.24"
,103 Cash in BOA 0693,03/31/2023,Deposit,,MetLife,,Fees,230.00,"123,136.24"
,103 Cash in BOA 0693,03/31/2023,Deposit,,Delta Dental,,Fees,147.60,"123,283.84"
,103 Cash in BOA 0693,03/31/2023,Expense,,Debra Jensen,,Janitorial Services & Supplies,-700.00,"122,583.84"
,103 Cash in BOA 0693,03/31/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-4,000.00","118,583.84"
,103 Cash in BOA 0693,03/31/2023,Expense,,ADP,,Payroll Service,-147.18,"118,436.66"
,103 Cash in BOA 0693,04/01/2023,Check,2437,Sarah Henderson,,Refunds,-10.00,"118,426.66"
,103 Cash in BOA 0693,04/03/2023,Deposit,,Delta Dental,,Fees,372.00,"118,798.66"
,103 Cash in BOA 0693,04/03/2023,Deposit,,Delta Dental,,Fees,193.00,"118,991.66"
,103 Cash in BOA 0693,04/03/2023,Credit Card Payment,,Bank Of America,,Credit Card Payable,"-13,594.81","105,396.85"
,103 Cash in BOA 0693,04/03/2023,Expense,,Pacific Crest Plaza Condo Assoc,,Rent,"-1,954.13","103,442.72"
,103 Cash in BOA 0693,04/03/2023,Expense,,adcoa,,Dental Supplies,-51.00,"103,391.72"
,103 Cash in BOA 0693,04/03/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"103,390.72"
,103 Cash in BOA 0693,04/03/2023,Deposit,,Transfer,,Cash in BOA 0716,"-50,000.00","53,390.72"
,103 Cash in BOA 0693,04/04/2023,Deposit,,Oregon Dental SV,,Fees,"3,437.30","56,828.02"
,103 Cash in BOA 0693,04/04/2023,Deposit,,Delta,,Fees,314.20,"57,142.22"
,103 Cash in BOA 0693,04/04/2023,Deposit,,ADP,,Payroll Clearing,135.65,"57,277.87"
,103 Cash in BOA 0693,04/05/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-6,000.00","51,277.87"
,103 Cash in BOA 0693,04/06/2023,Deposit,,MetLife,,Fees,272.00,"51,549.87"
,103 Cash in BOA 0693,04/06/2023,Deposit,,MetLife,,Fees,166.00,"51,715.87"
,103 Cash in BOA 0693,04/06/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"51,714.87"
,103 Cash in BOA 0693,04/07/2023,Deposit,,Delta Dental,,Fees,"2,121.50","53,836.37"
,103 Cash in BOA 0693,04/07/2023,Deposit,,Wa St Hca,,Fees,"25,848.81","79,685.18"
,103 Cash in BOA 0693,04/07/2023,Expense,,ADP,,Payroll Service,-112.34,"79,572.84"
,103 Cash in BOA 0693,04/10/2023,Deposit,,Syncrony Bank,,Fees,706.31,"80,279.15"
,103 Cash in BOA 0693,04/11/2023,Deposit,,Oregon Dental SV,,Fees,"2,471.70","82,750.85"
,103 Cash in BOA 0693,04/11/2023,Deposit,,Delta Dental,,Fees,193.00,"82,943.85"
,103 Cash in BOA 0693,04/11/2023,Deposit,,Delta,,Fees,157.00,"83,100.85"
,103 Cash in BOA 0693,04/12/2023,Deposit,,Syncrony Bank,,Fees,470.50,"83,571.35"
,103 Cash in BOA 0693,04/12/2023,Deposit,,Delta,,Fees,179.00,"83,750.35"
,103 Cash in BOA 0693,04/12/2023,Deposit,,Delta,,Fees,112.00,"83,862.35"
,103 Cash in BOA 0693,04/12/2023,Check,2452,Kelly Sullivan,,Refunds,-56.00,"83,806.35"
,103 Cash in BOA 0693,04/12/2023,Check,2453,Jennifer Harlan,,Refunds,-15.28,"83,791.07"
,103 Cash in BOA 0693,04/12/2023,Check,2456,Khankeo Phoutthavong,,Refunds,-267.95,"83,523.12"
,103 Cash in BOA 0693,04/12/2023,Check,2455,Cody Lindley,,Refunds,-96.70,"83,426.42"
,103 Cash in BOA 0693,04/12/2023,Check,2454,Gabriel Dyas,,Refunds,-23.00,"83,403.42"
,103 Cash in BOA 0693,04/12/2023,Check,2458,Angela Williams,,Refunds,-36.00,"83,367.42"
,103 Cash in BOA 0693,04/13/2023,Deposit,,Delta Dental,,Fees,529.00,"83,896.42"
,103 Cash in BOA 0693,04/13/2023,Deposit,,Delta Dental,,Fees,476.00,"84,372.42"
,103 Cash in BOA 0693,04/13/2023,Deposit,,UMR,,Fees,406.00,"84,778.42"
,103 Cash in BOA 0693,04/13/2023,Expense,,ADP,,Payroll Clearing,"-16,496.82","68,281.60"
,103 Cash in BOA 0693,04/13/2023,Expense,,Allstate,,Auto Expense,-417.51,"67,864.09"
,103 Cash in BOA 0693,04/14/2023,Deposit,,Delta Dental,,Fees,193.00,"68,057.09"
,103 Cash in BOA 0693,04/14/2023,Deposit,,Delta Dental,,Fees,"3,019.05","71,076.14"
,103 Cash in BOA 0693,04/14/2023,Expense,,ADP,,Payroll Clearing,"-5,040.00","66,036.14"
,103 Cash in BOA 0693,04/14/2023,Deposit,,Wa St Hca,,Fees,"24,550.57","90,586.71"
,103 Cash in BOA 0693,04/14/2023,Deposit,,MetLife,,Fees,"1,144.40","91,731.11"
,103 Cash in BOA 0693,04/14/2023,Deposit,,Oregon Dental SV,,Fees,730.00,"92,461.11"
,103 Cash in BOA 0693,04/14/2023,Deposit,,MetLife,,Fees,724.80,"93,185.91"
,103 Cash in BOA 0693,04/14/2023,Deposit,,,,Fees,496.00,"93,681.91"
,103 Cash in BOA 0693,04/14/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-4,000.00","89,681.91"
,103 Cash in BOA 0693,04/14/2023,Expense,,Zimworks,,Practice Consultants,"-1,735.00","87,946.91"
,103 Cash in BOA 0693,04/17/2023,Expense,,AFLAC,,Employee Benefits,-241.68,"87,705.23"
,103 Cash in BOA 0693,04/17/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"87,704.23"
,103 Cash in BOA 0693,04/17/2023,Check,2459,Kiera Fuller,,Refunds,-135.65,"87,568.58"
,103 Cash in BOA 0693,04/18/2023,Deposit,,Oregon Dental SV,,Fees,"1,469.00","89,037.58"
,103 Cash in BOA 0693,04/19/2023,Deposit,,Delta,,Fees,386.00,"89,423.58"
,103 Cash in BOA 0693,04/19/2023,Deposit,,Delta,,Fees,386.00,"89,809.58"
,103 Cash in BOA 0693,04/19/2023,Expense,,IRS,,Tax Estimates,"-37,100.00","52,709.58"
,103 Cash in BOA 0693,04/20/2023,Deposit,,Delta Dental,,Fees,478.00,"53,187.58"
,103 Cash in BOA 0693,04/20/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-6,000.00","47,187.58"
,103 Cash in BOA 0693,04/20/2023,Check,2460,Courtnee Taylor,Final Check,Payroll Clearing,-961.91,"46,225.67"
,103 Cash in BOA 0693,04/21/2023,Deposit,,Delta Dental,,Fees,"4,729.80","50,955.47"
,103 Cash in BOA 0693,04/21/2023,Deposit,,Wa St Hca,,Fees,"22,262.72","73,218.19"
,103 Cash in BOA 0693,04/21/2023,Deposit,,MetLife,,Fees,513.60,"73,731.79"
,103 Cash in BOA 0693,04/21/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"73,730.79"
,103 Cash in BOA 0693,04/21/2023,Expense,,ADP,,Payroll Service,-128.77,"73,602.02"
,103 Cash in BOA 0693,04/24/2023,Deposit,,Delta,,Fees,386.00,"73,988.02"
,103 Cash in BOA 0693,04/25/2023,Deposit,,Oregon Dental SV,,Fees,"1,365.60","75,353.62"
,103 Cash in BOA 0693,04/25/2023,Deposit,,Delta Dental,,Fees,910.00,"76,263.62"
,103 Cash in BOA 0693,04/25/2023,Expense,,The Hartford,,Malpractice Insurance,-648.60,"75,615.02"
,103 Cash in BOA 0693,04/26/2023,Deposit,,Delta Dental,,Fees,397.00,"76,012.02"
,103 Cash in BOA 0693,04/26/2023,Deposit,,Delta,,Fees,376.80,"76,388.82"
,103 Cash in BOA 0693,04/26/2023,Check,2469,Katie Phillips,,Refunds,-49.20,"76,339.62"
,103 Cash in BOA 0693,04/26/2023,Check,2462,Alexandria Robinson,,Refunds,-88.08,"76,251.54"
,103 Cash in BOA 0693,04/26/2023,Check,2468,Jason Edwards,,Refunds,-26.00,"76,225.54"
,103 Cash in BOA 0693,04/26/2023,Check,2464,Tam Vo,,Refunds,-36.00,"76,189.54"
,103 Cash in BOA 0693,04/26/2023,Check,2466,Dmitriy Pitsul,,Refunds,-36.00,"76,153.54"
,103 Cash in BOA 0693,04/26/2023,Check,2463,Anthony Sullivan,,Refunds,-378.50,"75,775.04"
,103 Cash in BOA 0693,04/26/2023,Check,2461,Crystal D'Amico,,Refunds,-64.00,"75,711.04"
,103 Cash in BOA 0693,04/26/2023,Check,2467,Amin Arellano,,Refunds,-56.50,"75,654.54"
,103 Cash in BOA 0693,04/26/2023,Check,2470,PHSOR Annual Dues,,Dues & Subscriptions,-250.00,"75,404.54"
,103 Cash in BOA 0693,04/27/2023,Deposit,,Delta Dental,,Fees,"3,799.40","79,203.94"
,103 Cash in BOA 0693,04/27/2023,Deposit,,Delta Dental,,Fees,"1,231.00","80,434.94"
,103 Cash in BOA 0693,04/27/2023,Expense,,ADP,,Payroll Clearing,"-13,426.00","67,008.94"
,103 Cash in BOA 0693,04/27/2023,Expense,,Reliable mechanical,,Repairs & Maintenance,-161.56,"66,847.38"
,103 Cash in BOA 0693,04/27/2023,Expense,,ADP,,Payroll Clearing,-150.46,"66,696.92"
,103 Cash in BOA 0693,04/27/2023,Expense,,ADP,,Payroll Clearing,-373.42,"66,323.50"
,103 Cash in BOA 0693,04/27/2023,Expense,,Pacific Crest Plaza Condo Assoc,,Rent,"-1,895.63","64,427.87"
,103 Cash in BOA 0693,04/27/2023,Expense,,Patterson,,Dental Supplies,-161.81,"64,266.06"
,103 Cash in BOA 0693,04/27/2023,Expense,,adcoa,,Dental Supplies,-86.81,"64,179.25"
,103 Cash in BOA 0693,04/27/2023,Expense,,American Orthodontics,,Dental Supplies,-62.94,"64,116.31"
,103 Cash in BOA 0693,04/28/2023,Deposit,,Wa St Hca,,Fees,"29,116.56","93,232.87"
,103 Cash in BOA 0693,04/28/2023,Deposit,,,,Fees,506.00,"93,738.87"
,103 Cash in BOA 0693,04/28/2023,Deposit,,MetLife,,Fees,237.80,"93,976.67"
,103 Cash in BOA 0693,04/28/2023,Deposit,,MetLife,,Fees,166.00,"94,142.67"
,103 Cash in BOA 0693,04/28/2023,Expense,,ADP,,Payroll Clearing,"-4,663.39","89,479.28"
,103 Cash in BOA 0693,04/28/2023,Expense,,ADP,,Payroll Service,-149.86,"89,329.42"
,103 Cash in BOA 0693,05/01/2023,Deposit,,Oregon Dental SV,,Fees,64.00,"89,393.42"
,103 Cash in BOA 0693,05/01/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-4,000.00","85,393.42"
,103 Cash in BOA 0693,05/01/2023,Expense,,Debra Jensen,,Janitorial Services & Supplies,-700.00,"84,693.42"
,103 Cash in BOA 0693,05/02/2023,Expense,,Medical Protect - Office Liability Insurance,,Malpractice Insurance,-230.00,"84,463.42"
,103 Cash in BOA 0693,05/02/2023,Deposit,,Oregon Dental SV,,Fees,440.00,"84,903.42"
,103 Cash in BOA 0693,05/02/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"84,902.42"
,103 Cash in BOA 0693,05/02/2023,Expense,,Washington State Department of Revenue,,Real Property Tax,"-9,331.46","75,570.96"
,103 Cash in BOA 0693,05/02/2023,Expense,,Medical Protect - Office Liability Insurance,,Malpractice Insurance,-574.00,"74,996.96"
,103 Cash in BOA 0693,05/03/2023,Deposit,,Delta,,Fees,131.20,"75,128.16"
,103 Cash in BOA 0693,05/04/2023,Deposit,,UMR,,Fees,162.00,"75,290.16"
,103 Cash in BOA 0693,05/04/2023,Expense,,Bank Of America,,Credit Card Payable,"-23,037.90","52,252.26"
,103 Cash in BOA 0693,05/05/2023,Deposit,,Wa St Hca,,Fees,"20,333.86","72,586.12"
,103 Cash in BOA 0693,05/05/2023,Deposit,,Delta Dental,,Fees,"3,849.17","76,435.29"
,103 Cash in BOA 0693,05/05/2023,Deposit,,MetLife,,Fees,"1,093.40","77,528.69"
,103 Cash in BOA 0693,05/05/2023,Deposit,,MetLife,,Fees,513.00,"78,041.69"
,103 Cash in BOA 0693,05/05/2023,Deposit,,MetLife,,Fees,352.00,"78,393.69"
,103 Cash in BOA 0693,05/05/2023,Deposit,,MetLife,,Fees,199.00,"78,592.69"
,103 Cash in BOA 0693,05/05/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-6,000.00","72,592.69"
,103 Cash in BOA 0693,05/05/2023,Expense,,ADP,,Payroll Service,-104.79,"72,487.90"
,103 Cash in BOA 0693,05/08/2023,Deposit,,Syncrony Bank,,Fees,"2,139.87","74,627.77"
,103 Cash in BOA 0693,05/08/2023,Deposit,,Delta Dental,,Fees,164.00,"74,791.77"
,103 Cash in BOA 0693,05/08/2023,Deposit,,Delta,,Fees,158.40,"74,950.17"
,103 Cash in BOA 0693,05/08/2023,Expense,,ADP,,Payroll Clearing,-22.78,"74,927.39"
,103 Cash in BOA 0693,05/08/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"74,926.39"
,103 Cash in BOA 0693,05/08/2023,Expense,,Regence Blue Cross,,,"-3,249.23","71,677.16"
,103 Cash in BOA 0693,05/09/2023,Deposit,,Oregon Dental SV,,Fees,"1,990.90","73,668.06"
,103 Cash in BOA 0693,05/10/2023,Deposit,,Delta,,Fees,789.60,"74,457.66"
,103 Cash in BOA 0693,05/11/2023,Deposit,,Delta Dental,,Fees,275.00,"74,732.66"
,103 Cash in BOA 0693,05/12/2023,Deposit,,Delta Dental,,Fees,"2,346.95","77,079.61"
,103 Cash in BOA 0693,05/12/2023,Deposit,,MetLife,,Fees,152.00,"77,231.61"
,103 Cash in BOA 0693,05/12/2023,Deposit,,MetLife,,Fees,136.00,"77,367.61"
,103 Cash in BOA 0693,05/12/2023,Deposit,,Wa St Hca,,Fees,"20,322.76","97,690.37"
,103 Cash in BOA 0693,05/12/2023,Expense,,ADP,,Payroll Clearing,"-4,729.14","92,961.23"
,103 Cash in BOA 0693,05/12/2023,Expense,,ADP,,Payroll Clearing,"-14,507.61","78,453.62"
,103 Cash in BOA 0693,05/12/2023,Expense,,Zimworks,,Practice Consultants,"-1,735.00","76,718.62"
,103 Cash in BOA 0693,05/12/2023,Expense,,ADP,,Payroll Clearing,-419.36,"76,299.26"
,103 Cash in BOA 0693,05/15/2023,Expense,,Allstate,,Auto Expense,-246.63,"76,052.63"
,103 Cash in BOA 0693,05/16/2023,Deposit,,Oregon Dental SV,,Fees,"1,601.80","77,654.43"
,103 Cash in BOA 0693,05/16/2023,Deposit,,Delta,,Fees,821.00,"78,475.43"
,103 Cash in BOA 0693,05/16/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-4,000.00","74,475.43"
,103 Cash in BOA 0693,05/16/2023,Deposit,,Oregon Dental SV,,Fees,393.00,"74,868.43"
,103 Cash in BOA 0693,05/17/2023,Deposit,,Delta Dental,,Fees,128.00,"74,996.43"
,103 Cash in BOA 0693,05/17/2023,Deposit,,Delta,,Fees,16.00,"75,012.43"
,103 Cash in BOA 0693,05/17/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"75,011.43"
,103 Cash in BOA 0693,05/18/2023,Deposit,,Delta Dental,,Fees,301.00,"75,312.43"
,103 Cash in BOA 0693,05/18/2023,Expense,,adcoa,,Dental Supplies,-157.47,"75,154.96"
,103 Cash in BOA 0693,05/18/2023,Expense,,Fluence,,Legal & Professional Fees,"-2,500.00","72,654.96"
,103 Cash in BOA 0693,05/18/2023,Check,2471,Thomas Gifford,,Refunds,-244.00,"72,410.96"
,103 Cash in BOA 0693,05/18/2023,Check,2481,Ismael Romero,,Refunds,-36.00,"72,374.96"
,103 Cash in BOA 0693,05/18/2023,Check,2480,Brian Hupy,,Refunds,-291.60,"72,083.36"
,103 Cash in BOA 0693,05/18/2023,Check,2475,Health Care Authority,,Refunds,-102.38,"71,980.98"
,103 Cash in BOA 0693,05/18/2023,Check,2478,Joy Wong,,Refunds,-175.00,"71,805.98"
,103 Cash in BOA 0693,05/18/2023,Check,2474,Hailey Haines,,Refunds,-101.00,"71,704.98"
,103 Cash in BOA 0693,05/18/2023,Check,2477,Khankeo Phoutthavong,,Refunds,-265.85,"71,439.13"
,103 Cash in BOA 0693,05/18/2023,Check,2473,Charles Beckel,,Refunds,-68.00,"71,371.13"
,103 Cash in BOA 0693,05/19/2023,Deposit,,Delta Dental,,Fees,"1,778.00","73,149.13"
,103 Cash in BOA 0693,05/19/2023,Deposit,,Wa St Hca,,Fees,"23,174.80","96,323.93"
,103 Cash in BOA 0693,05/19/2023,Deposit,,MetLife,,Fees,250.00,"96,573.93"
,103 Cash in BOA 0693,05/19/2023,Deposit,,MetLife,,Fees,136.00,"96,709.93"
,103 Cash in BOA 0693,05/19/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-6,000.00","90,709.93"
,103 Cash in BOA 0693,05/19/2023,Expense,,ADP,,Payroll Service,-126.26,"90,583.67"
,103 Cash in BOA 0693,05/22/2023,Deposit,,Delta Dental,,Fees,164.00,"90,747.67"
,103 Cash in BOA 0693,05/22/2023,Expense,,Fluence,,Withdrawals,-935.00,"89,812.67"
,103 Cash in BOA 0693,05/22/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"89,811.67"
,103 Cash in BOA 0693,05/23/2023,Deposit,,Oregon Dental SV,,Fees,761.00,"90,572.67"
,103 Cash in BOA 0693,05/23/2023,Deposit,,Delta,,Fees,471.20,"91,043.87"
,103 Cash in BOA 0693,05/23/2023,Deposit,,MetLife,,Fees,153.00,"91,196.87"
,103 Cash in BOA 0693,05/23/2023,Expense,,AFLAC,,Employee Benefits,-139.92,"91,056.95"
,103 Cash in BOA 0693,05/24/2023,Deposit,,Delta,,Fees,665.60,"91,722.55"
,103 Cash in BOA 0693,05/24/2023,Deposit,,Delta,,Fees,460.20,"92,182.75"
,103 Cash in BOA 0693,05/24/2023,Deposit,,Delta,,Fees,423.00,"92,605.75"
,103 Cash in BOA 0693,05/24/2023,Deposit,,Delta Dental,,Fees,343.00,"92,948.75"
,103 Cash in BOA 0693,05/25/2023,Deposit,,UMR,,Fees,128.00,"93,076.75"
,103 Cash in BOA 0693,05/25/2023,Deposit,,,,Fees,96.00,"93,172.75"
,103 Cash in BOA 0693,05/25/2023,Expense,,adcoa,,Dental Supplies,-51.00,"93,121.75"
,103 Cash in BOA 0693,05/25/2023,Expense,,Pacific Crest Plaza Condo Assoc,,Rent,"-1,895.63","91,226.12"
,103 Cash in BOA 0693,05/25/2023,Expense,,The Hartford,,Malpractice Insurance,-648.60,"90,577.52"
,103 Cash in BOA 0693,05/25/2023,Expense,,Reliable mechanical,,Repairs & Maintenance,-161.56,"90,415.96"
,103 Cash in BOA 0693,05/25/2023,Expense,,Tess Oral Health,,Dental Supplies,-692.94,"89,723.02"
,103 Cash in BOA 0693,05/26/2023,Deposit,,Wa St Hca,,Fees,"9,995.06","99,718.08"
,103 Cash in BOA 0693,05/26/2023,Deposit,,Delta Dental,,Fees,"3,608.40","103,326.48"
,103 Cash in BOA 0693,05/26/2023,Deposit,,MetLife,,Fees,546.00,"103,872.48"
,103 Cash in BOA 0693,05/26/2023,Deposit,,Delta Dental,,Fees,279.90,"104,152.38"
,103 Cash in BOA 0693,05/26/2023,Deposit,,Delta Dental,,Fees,230.00,"104,382.38"
,103 Cash in BOA 0693,05/26/2023,Deposit,,MetLife,,Fees,88.00,"104,470.38"
,103 Cash in BOA 0693,05/26/2023,Expense,,ADP,,Payroll Service,-144.66,"104,325.72"
,103 Cash in BOA 0693,05/30/2023,Deposit,,MetLife,,Fees,118.00,"104,443.72"
,103 Cash in BOA 0693,05/30/2023,Expense,,ADP,,Payroll Clearing,"-4,027.91","100,415.81"
,103 Cash in BOA 0693,05/30/2023,Expense,,Wa Department Of,,Sales & Use Tax,"-3,162.06","97,253.75"
,103 Cash in BOA 0693,05/30/2023,Expense,,ADP,,Payroll Clearing,"-12,241.24","85,012.51"
,103 Cash in BOA 0693,05/30/2023,Expense,,ADP,,Payroll Clearing,-419.36,"84,593.15"
,103 Cash in BOA 0693,05/31/2023,Deposit,,,,Fees,"2,860.88","87,454.03"
,103 Cash in BOA 0693,05/31/2023,Deposit,,Delta,,Fees,268.80,"87,722.83"
,103 Cash in BOA 0693,05/31/2023,Deposit,,Delta Dental,,Fees,221.00,"87,943.83"
,103 Cash in BOA 0693,05/31/2023,Deposit,,Oregon Dental SV,,Fees,824.00,"88,767.83"
,103 Cash in BOA 0693,05/31/2023,Expense,,Medical Protect - Office Liability Insurance,,Malpractice Insurance,"-1,056.00","87,711.83"
,103 Cash in BOA 0693,05/31/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-4,000.00","83,711.83"
,103 Cash in BOA 0693,05/31/2023,Expense,,JP Morgan Chase,,Auto Expense,"-1,013.64","82,698.19"
,103 Cash in BOA 0693,06/01/2023,Credit Card Payment,,Bank Of America,,Credit Card Payable,"-21,839.51","60,858.68"
,103 Cash in BOA 0693,06/01/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"60,857.68"
,103 Cash in BOA 0693,06/01/2023,Deposit,,Debra Jensen,,Janitorial Services & Supplies,700.00,"61,557.68"
,103 Cash in BOA 0693,06/01/2023,Expense,,Debra Jensen,,Janitorial Services & Supplies,-700.00,"60,857.68"
,103 Cash in BOA 0693,06/01/2023,Expense,,Apple,,710.1 Office Supplies - PPT,-921.77,"59,935.91"
,103 Cash in BOA 0693,06/02/2023,Deposit,,,,Fees,290.00,"60,225.91"
,103 Cash in BOA 0693,06/02/2023,Deposit,,Wa St Hca,,Fees,"9,048.07","69,273.98"
,103 Cash in BOA 0693,06/02/2023,Deposit,,Delta Dental,,Fees,193.00,"69,466.98"
,103 Cash in BOA 0693,06/02/2023,Deposit,,Delta Dental,,Fees,"1,495.07","70,962.05"
,103 Cash in BOA 0693,06/02/2023,Deposit,,Delta Dental,,Fees,193.00,"71,155.05"
,103 Cash in BOA 0693,06/02/2023,Expense,,ADP,,Payroll Service,-107.31,"71,047.74"
,103 Cash in BOA 0693,06/02/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-6,000.00","65,047.74"
,103 Cash in BOA 0693,06/05/2023,Deposit,,,,Fees,386.00,"65,433.74"
,103 Cash in BOA 0693,06/05/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"65,432.74"
,103 Cash in BOA 0693,06/06/2023,Deposit,,Oregon Dental SV,,Fees,890.00,"66,322.74"
,103 Cash in BOA 0693,06/06/2023,Deposit,,Delta,,Fees,475.20,"66,797.94"
,103 Cash in BOA 0693,06/06/2023,Deposit,,Delta Dental,,Fees,538.00,"67,335.94"
,103 Cash in BOA 0693,06/07/2023,Deposit,,Delta Dental,,Fees,179.00,"67,514.94"
,103 Cash in BOA 0693,06/07/2023,Deposit,,Delta,,Fees,455.20,"67,970.14"
,103 Cash in BOA 0693,06/07/2023,Expense,,AFLAC,,Employee Benefits,-125.52,"67,844.62"
,103 Cash in BOA 0693,06/08/2023,Deposit,,Delta Dental,,Fees,514.00,"68,358.62"
,103 Cash in BOA 0693,06/08/2023,Deposit,,,,Fees,162.00,"68,520.62"
,103 Cash in BOA 0693,06/09/2023,Deposit,,Delta Dental,,Fees,"2,716.00","71,236.62"
,103 Cash in BOA 0693,06/09/2023,Deposit,,MetLife,,Fees,136.00,"71,372.62"
,103 Cash in BOA 0693,06/09/2023,Deposit,,MetLife,,Fees,166.00,"71,538.62"
,103 Cash in BOA 0693,06/09/2023,Deposit,,Wa St Hca,,Fees,"17,346.19","88,884.81"
,103 Cash in BOA 0693,06/09/2023,Deposit,,Delta Dental,,Fees,118.40,"89,003.21"
,103 Cash in BOA 0693,06/09/2023,Deposit,,Delta Dental,,Fees,"1,890.00","90,893.21"
,103 Cash in BOA 0693,06/09/2023,Expense,,adcoa,,Dental Supplies,-35.81,"90,857.40"
,103 Cash in BOA 0693,06/09/2023,Expense,,Regence Blue Cross,,,"-1,922.43","88,934.97"
,103 Cash in BOA 0693,06/13/2023,Deposit,,Oregon Dental SV,,Fees,601.00,"89,535.97"
,103 Cash in BOA 0693,06/13/2023,Deposit,,Delta,,Fees,386.00,"89,921.97"
,103 Cash in BOA 0693,06/14/2023,Deposit,,Oregon Dental SV,,Fees,85.00,"90,006.97"
,103 Cash in BOA 0693,06/14/2023,Deposit,,Delta,,Fees,538.00,"90,544.97"
,103 Cash in BOA 0693,06/14/2023,Deposit,,Delta Dental,,Fees,164.00,"90,708.97"
,103 Cash in BOA 0693,06/14/2023,Expense,,ADP,,Payroll Clearing,"-13,776.73","76,932.24"
,103 Cash in BOA 0693,06/14/2023,Expense,,Allstate,,Auto Expense,-354.88,"76,577.36"
,103 Cash in BOA 0693,06/14/2023,Expense,,ADP,,Payroll Clearing,"-4,504.50","72,072.86"
,103 Cash in BOA 0693,06/14/2023,Expense,,ADP,,Payroll Clearing,-419.36,"71,653.50"
,103 Cash in BOA 0693,06/15/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-4,000.00","67,653.50"
,103 Cash in BOA 0693,06/15/2023,Deposit,,Delta,,Fees,357.00,"68,010.50"
,103 Cash in BOA 0693,06/15/2023,Deposit,,UMR,,Fees,128.00,"68,138.50"
,103 Cash in BOA 0693,06/16/2023,Deposit,,MetLife,,Fees,304.00,"68,442.50"
,103 Cash in BOA 0693,06/16/2023,Deposit,,Wa St Hca,,Fees,"15,274.94","83,717.44"
,103 Cash in BOA 0693,06/16/2023,Deposit,,MetLife,,Fees,901.00,"84,618.44"
,103 Cash in BOA 0693,06/16/2023,Expense,,Dr. Johnson's Withdrawal,,Johnson Transfer Withdrawals,"-6,000.00","78,618.44"
,103 Cash in BOA 0693,06/16/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"78,617.44"
,103 Cash in BOA 0693,06/16/2023,Deposit,,Delta Dental,,Fees,"3,066.15","81,683.59"
,103 Cash in BOA 0693,06/20/2023,Deposit,,Delta Dental,,Fees,359.00,"82,042.59"
,103 Cash in BOA 0693,06/20/2023,Expense,,Transfer Fee,,Office Supplies,-1.00,"82,041.59"
,103 Cash in BOA 0693,06/21/2023,Deposit,,Oregon Dental SV,,Fees,564.00,"82,605.59"
,103 Cash in BOA 0693,06/21/2023,Deposit,,MetLife,,Fees,253.00,"82,858.59"
,103 Cash in BOA 0693,06/22/2023,Deposit,,Delta Dental,,Fees,582.00,"83,440.59"
,103 Cash in BOA 0693,06/22/2023,Deposit,,Delta,,Fees,36.00,"83,476.59"
,103 Cash in BOA 0693,06/22/2023,Deposit,,Delta Dental,,Fees,386.80,"83,863.39"
,103 Cash in BOA 0693,06/22/2023,Deposit,,Delta Dental,,Fees,193.00,"84,056.39"
,103 Cash in BOA 0693,06/22/2023,Deposit,,,,Fees,77.00,"84,133.39"
,103 Cash in BOA 0693,06/22/2023,Check,2485,Matthew Stalheim,,Refunds,-21.20,"84,112.19"
